timestamp,etichetta_variante,modello,istruzioni_stile,risultato,motivo,numero_mosse,tentativi_falliti_totali,sequenza_mosse
2026-07-07T14:51:28,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,7,0,4 6 4 2 4 2 4
2026-07-07T14:52:00,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,32,7,4 4 4 5 4 4 4 2 3 6 7 1 3 7 7 3 5 5 3 1 5 3 1 7 3 2 5 6 6 7 5 6
2026-07-07T14:52:22,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,PERDE_LLM,COLONNA_NON_VALIDA_LLM,22,5,4 2 4 7 7 5 4 3 2 4 4 7 3 2 4 1 3 1 2 1 3 3
2026-07-07T14:52:24,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,9,0,1 1 3 1 3 1 3 7 3
2026-07-07T14:52:48,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,PERDE_LLM,COLONNA_NON_VALIDA_LLM,12,3,4 7 4 5 4 4 4 3 4 6 1 6
2026-07-07T14:53:02,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,PERDE_LLM,COLONNA_NON_VALIDA_LLM,8,2,4 4 4 5 4 4 4 2
2026-07-07T14:53:20,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,9,0,4 4 4 2 4 3 4 6 4
2026-07-07T14:53:50,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,26,6,4 2 4 5 7 6 4 4 4 6 4 7 6 7 5 6 6 6 5 3 3 3 3 5 3 7
2026-07-07T14:54:00,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,9,0,4 2 4 6 3 5 4 2 4
2026-07-07T14:54:12,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,7,0,4 5 4 7 4 1 4
2026-07-07T14:54:18,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,9,0,4 5 4 6 3 3 4 7 4
2026-07-07T14:54:19,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,9,0,4 7 1 1 4 3 4 3 4
2026-07-07T18:14:02,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,24,0,4 4 2 5 7 3 5 4 5 4 1 6 2 5 5 3 4 3 7 4 1 5 1 3
2026-07-07T18:14:05,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,0,7 3 1 3 1 4 7 4 5 2 5 6 3 6 6 4 5 5
2026-07-07T18:14:13,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 1 3 1 2 1 3 1
2026-07-07T18:14:33,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,24,0,3 3 6 3 2 4 1 5 2 4 3 7 5 4 3 3 5 1 6 5 5 5 1 4
2026-07-07T18:14:36,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,14,0,4 4 6 4 5 3 3 2 6 5 2 4 2 4
2026-07-07T18:14:52,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,1,5 4 5 4 4 4 1 4 6 4 3 1 1 3 2 7 1 2
2026-07-07T18:15:02,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,23,0,7 7 7 4 5 4 3 3 4 4 7 5 1 6 6 3 1 5 7 4 6 4 7
2026-07-07T18:15:06,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,20,1,1 1 6 4 1 4 4 4 5 4 4 2 3 2 1 5 5 1 1 3
2026-07-07T18:15:14,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,12,0,3 3 1 4 3 5 1 5 5 4 6 6
2026-07-07T18:15:25,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,25,0,2 2 4 2 4 2 5 4 4 3 3 3 4 3 3 3 7 1 7 1 5 6 1 4 6
2026-07-07T18:15:44,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,23,0,6 6 6 7 4 3 3 4 3 3 5 5 5 1 3 2 7 1 5 1 1 2 4
2026-07-07T18:15:54,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,20,0,6 4 1 4 1 4 5 3 1 3 4 2 5 2 5 6 7 6 3 5
2026-07-07T18:15:56,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,5 3 4 3 1 3 1 3
2026-07-07T18:15:58,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,8,0,3 4 3 4 7 4 5 4
2026-07-07T18:16:06,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,10,0,6 4 4 3 5 3 1 3 2 3
2026-07-07T18:16:22,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,18,0,4 4 6 4 7 4 2 3 1 5 3 5 1 3 3 1 1 4
2026-07-07T18:16:26,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,20,0,6 1 3 4 5 1 7 4 7 1 1 3 7 3 3 2 1 4 1 4
2026-07-07T18:16:34,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,10,0,5 4 7 4 1 4 5 5 7 4
2026-07-07T18:16:44,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,16,0,2 2 3 3 3 4 7 4 4 4 3 1 7 5 6 5
2026-07-07T18:16:51,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,27,0,4 3 4 4 6 5 6 1 7 1 2 5 2 3 1 4 3 7 4 7 7 6 1 4 2 1 2
2026-07-07T18:16:56,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,23,0,3 4 4 3 3 3 6 3 1 3 1 4 7 2 6 5 7 5 1 5 2 7 1
2026-07-07T18:17:05,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,22,0,5 3 5 3 7 3 3 3 1 3 7 4 6 1 1 4 2 1 1 4 1 4
2026-07-07T18:17:15,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,16,0,6 4 4 7 5 4 3 7 5 4 3 7 4 5 1 6
2026-07-07T18:17:24,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,17,0,1 4 4 1 4 4 5 4 6 4 5 7 1 1 7 1 6
2026-07-07T18:17:35,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,24,0,3 4 4 4 3 5 6 5 2 4 7 5 7 4 7 6 5 5 2 3 1 7 7 6
2026-07-07T18:17:52,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,26,0,7 4 4 4 1 4 2 5 7 1 6 5 5 2 7 5 6 4 4 2 5 3 3 3 2 3
2026-07-07T18:18:03,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,5 4 6 4 3 1 4 1 4 4 3 1 3 5 6 4 5 7 5 5 3
2026-07-07T18:18:07,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,17,0,3 3 3 4 7 4 7 3 1 4 1 3 7 3 6 5 7
2026-07-07T18:18:23,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_LLM,QUATTRO_IN_LINEA,22,0,2 2 2 3 7 4 6 4 1 5 1 3 5 5 5 4 5 3 3 6 2 4
2026-07-07T18:18:34,elo_800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 scarso,VINCE_RANDOM,QUATTRO_IN_LINEA,17,0,5 4 1 4 6 4 4 3 1 3 6 5 2 5 6 3 6
2026-07-07T18:18:43,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,6 4 4 4 2 4 7 4 5 4
2026-07-07T18:18:52,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,5 3 5 3 7 3 3 3 6 3 5 4 2 4 1 4 1 4
2026-07-07T18:18:53,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,4 4 5 4 2 4 7 4
2026-07-07T18:19:03,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,19,4,6 4 7 4 1 4 4 4 1 4 5 5 7 7 1 3 7 6 1
2026-07-07T18:19:05,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,1 4 2 3 4 4 7 5 1 6
2026-07-07T18:19:06,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,7,0,5 4 5 4 5 4 5
2026-07-07T18:19:24,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,3,5 4 2 4 4 5 7 4 2 4 6 4 1 5 6 5 2 5
2026-07-07T18:19:27,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,13,0,6 3 3 4 1 3 4 4 6 3 5 4 5
2026-07-07T18:19:43,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,20,0,1 4 3 2 5 6 1 7 6 7 5 4 7 3 2 4 6 2 2 4
2026-07-07T18:19:54,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,22,1,7 7 1 5 5 4 6 4 1 4 4 4 3 4 1 5 2 5 5 5 6 6
2026-07-07T18:19:56,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,1 1 1 4 2 4 6 4 2 4
2026-07-07T18:20:13,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,26,4,5 4 2 4 4 4 3 4 4 5 5 5 3 3 3 6 6 5 5 3 2 6 1 1 7 3
2026-07-07T18:20:23,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,5 5 2 5 1 5 4 6 5 5 1 6 1 6 3
2026-07-07T18:20:25,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,14,0,1 1 4 4 5 4 7 4 2 5 1 3 1 4
2026-07-07T18:20:33,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 2 4 5 4 6 3 5 4
2026-07-07T18:20:35,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 5 4 1 4 7 4
2026-07-07T18:20:44,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,12,0,3 5 1 2 1 5 4 5 4 6 6 5
2026-07-07T18:20:52,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,12,0,6 4 7 4 5 4 7 3 2 7 6 4
2026-07-07T18:20:55,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,PERDE_LLM,COLONNA_NON_VALIDA_LLM,9,2,7 7 7 7 2 7 6 7 5
2026-07-07T18:21:05,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,19,0,5 4 3 7 4 4 7 4 2 1 5 1 1 1 4 1 6 4 6
2026-07-07T18:21:06,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 6 4 6 4 3 4
2026-07-07T18:21:14,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,12,0,3 4 6 4 7 5 6 4 5 2 7 4
2026-07-07T18:21:43,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,PATTA,GRIGLIA_PIENA,42,2,5 4 6 4 7 1 4 5 4 5 1 5 6 4 5 5 7 7 6 4 1 2 3 7 7 6 2 3 7 3 6 1 1 1 2 2 3 2 2 3 6 3
2026-07-07T18:21:45,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 7 4 1 4 7 3 3 4
2026-07-07T18:21:57,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_RANDOM,QUATTRO_IN_LINEA,21,2,3 4 2 4 4 4 1 5 1 5 7 5 5 4 5 4 6 5 6 7 3
2026-07-07T18:22:00,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 5 4 7 4 5 4
2026-07-07T18:22:13,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 2 4 2 4 3 4
2026-07-07T18:22:15,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,1 4 5 4 5 4 3 4
2026-07-07T18:22:26,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,18,0,2 2 1 4 3 4 6 4 7 5 3 5 4 5 3 4 1 5
2026-07-07T18:22:34,elo_1800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 intermedio,VINCE_LLM,QUATTRO_IN_LINEA,8,0,5 4 6 4 1 4 7 4
2026-07-07T18:22:44,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,0,7 4 6 5 7 5 3 7 1 6 6 4 4 6 6 7 1 7 7 3
2026-07-07T18:22:54,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,PERDE_LLM,COLONNA_NON_VALIDA_LLM,13,2,3 4 6 3 2 7 4 4 4 4 2 4 7
2026-07-07T18:23:03,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,16,0,2 3 1 3 5 4 4 4 5 4 4 7 1 3 6 3
2026-07-07T18:23:06,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,0,1 4 2 3 6 5 6 7 6 6 2 7 3 4 5 3 3 4 2 4
2026-07-07T18:23:15,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,12,0,6 4 6 4 1 5 4 5 6 5 3 5
2026-07-07T18:23:23,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,16,0,6 4 7 4 6 4 3 5 1 5 3 6 4 5 4 3
2026-07-07T18:23:33,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,23,2,6 3 1 4 4 5 5 7 1 7 7 5 3 7 1 7 5 7 3 5 2 3 1
2026-07-07T18:23:35,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 6 3 1 4 3 4 7 4
2026-07-07T18:23:44,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,16,0,2 3 2 3 1 4 3 4 3 3 6 3 5 4 1 4
2026-07-07T18:23:46,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,3 4 4 4 7 4 1 4 3 4
2026-07-07T18:23:54,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,6 4 2 4 6 4 7 4
2026-07-07T18:24:05,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,2,5 4 1 4 4 4 7 4 6 4 6 6 6 7 6 7 5 7 6 7
2026-07-07T18:24:15,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,21,0,1 4 5 4 2 3 4 4 3 4 2 3 4 3 3 5 1 3 1 5 5
2026-07-07T18:24:26,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,2,6 4 5 4 7 4 4 4 5 4 3 6 2 3 6 3 6 3 2 3
2026-07-07T18:24:34,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,10,0,7 4 1 4 7 4 7 7 1 4
2026-07-07T18:24:43,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,19,0,7 4 4 4 7 3 5 3 6 3 3 4 5 2 3 4 5 2 5
2026-07-07T18:24:55,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,25,1,4 4 1 4 2 3 4 5 1 4 1 2 3 5 3 4 2 5 6 6 2 6 6 6 1
2026-07-07T18:25:04,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,15,0,4 4 1 4 3 5 3 5 3 5 5 7 5 6 3
2026-07-07T18:25:13,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,18,0,3 4 1 4 1 5 4 5 2 6 6 1 6 1 6 6 3 7
2026-07-07T18:25:42,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,36,0,3 4 2 4 1 5 5 2 6 4 2 1 3 7 1 7 4 7 6 3 1 3 5 3 3 6 4 4 7 5 1 1 7 5 7 2
2026-07-07T18:25:52,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,18,0,7 4 3 4 4 4 6 4 5 3 6 3 5 3 6 4 7 3
2026-07-07T18:25:54,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,8,0,7 4 1 4 7 4 3 4
2026-07-07T18:26:06,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,24,1,3 4 4 3 7 4 6 4 1 2 6 5 7 5 3 3 7 7 7 4 3 5 4 5
2026-07-07T18:26:15,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,18,0,4 4 2 4 1 3 4 5 6 5 3 5 7 6 1 3 7 6
2026-07-07T18:26:34,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,26,1,2 4 6 4 1 3 5 7 5 7 4 6 5 4 4 4 7 3 7 6 6 5 7 3 1 3
2026-07-07T18:26:43,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,18,3,4 4 4 4 2 4 4 3 7 1 3 3 1 3 7 3 3 2
2026-07-07T18:26:52,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,23,0,2 3 4 5 1 6 6 6 4 7 3 4 6 7 7 4 3 7 1 6 1 3 1
2026-07-07T18:27:01,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,16,0,4 4 1 4 6 3 6 3 4 4 2 5 7 3 6 3
2026-07-07T18:27:05,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_LLM,QUATTRO_IN_LINEA,20,0,7 4 3 5 5 3 7 4 1 4 3 5 2 6 2 6 7 6 5 6
2026-07-07T18:27:10,elo_2800,google/gemini-2.5-flash-lite,Sei un giocatore di Forza 4 molto forte,VINCE_RANDOM,QUATTRO_IN_LINEA,17,4,4 4 6 4 4 4 3 4 1 7 3 5 7 5 7 1 2
